medal;country;athlete_name;games;sport;event;sex
2;Australia;Ian COOKE/James IRVINE/Richard CHARLESWORTH/Gregory BROWNING/Terry WALSH/Ronald RILEY/Trevor SMITH/Stephen MARSHALL/Malcolm POOLE/Doug GOLDER/Graham REID/Barry DANCER/Robert HAIGH/Robert PROCTOR/David BELL/Wayne HAMMOND;Canada;Hockey;hockey;Men's
3;Australia;Bill ROYCROFT/Denis PIGOTT/Mervyn BENNETT/Wayne ROYCROFT;Canada;Equestrian Eventing;team;Mixed
3;Australia;John Edwin BERTRAND;Canada;Sailing;Finn - One Person Dinghy (Heavyweight);Men's
3;Australia;Ian BROWN/Ian RUFF;Canada;Sailing;470 - Two Person Dinghy;Men's
3;Australia;Stephen HOLLAND;Canada;Swimming;1500m freestyle;Men's
1;Australia;Mark KERRY/Mark TONELLI/Peter EVANS/Neil BROOKS;USSR;Swimming;4x100m medley relay;Men's
1;Australia;Michelle FORD;USSR;Swimming;800m freestyle;Women's
2;Australia;Richard MITCHELL;USSR;Athletics;400m;Men's
2;Australia;John SUMEGI;USSR;Canoe Sprint;K-1 500m (kayak single);Men's
3;Australia;Graeme BREWER;USSR;Swimming;200m freestyle;Men's
3;Australia;Maxwell METZKER;USSR;Swimming;1500m freestyle;Men's
3;Australia;Peter EVANS;USSR;Swimming;100m breaststroke;Men's
3;Australia;Mark KERRY;USSR;Swimming;200m backstroke;Men's
3;Australia;Michelle FORD;USSR;Swimming;200m butterfly;Women's
1;Australia;Glyniss Leanne NUNN-SAUNDERS-CEARNS;United States;Athletics;heptathlon;Women's
1;Australia;Kevin NICHOLS/Dean WOODS/Michael GRENDA/Michael TURTUR;United States;Cycling Track;Team Pursuit (4000m);Men's
1;Australia;Jonathan SIEBEN;United States;Swimming;200m butterfly;Men's
1;Australia;Dinko LUKIN;United States;Weightlifting;+ 110kg (super heavyweight);Men's
2;Australia;Gary HONEY;United States;Athletics;long jump;Men's
2;Australia;Anthony LOVRICH/Gary GULLOCK/Timothy MCLAREN/Paul REEDY;United States;Rowing;quadruple sculls without coxswain;Men's
2;Australia;Marcus STOCKWELL;United States;Swimming;100m freestyle;Men's
2;Australia;Marcus STOCKWELL/Neil BROOKS/Michael DELANY/Gregory FASALA;United States;Swimming;4x100m freestyle relay;Men's
2;Australia;Glenn BERINGEN;United States;Swimming;200m breaststroke;Men's
2;Australia;Karen PHILLIPS;United States;Swimming;200m butterfly;Women's
2;Australia;Suzanne LANDELLS;United States;Swimming;400m individual medley;Women's
2;Australia;Robert KABBAS;United States;Weightlifting;75 - 82.5kg (light-heavyweight);Men's
3;Australia;Gael MULHALL-MARTIN;United States;Athletics;shot put;Women's
3;Australia;Grant KENNY/Barry KELLY;United States;Canoe Sprint;K-2 1000m (kayak double);Men's
3;Australia;Clyde HEFER/Timothy WILLOUGHBY/James BATTERSBY/Stephen EVANS/Craig MULLER/Samuel PATTEN/Ian EDMUNDS/Ion POPA/Gavin THREDGOLD;United States;Rowing;eight with coxswain (8+);Men's
3;Australia;Karen BRANCOURT-POLLOCK/Margot FOSTER/Robyn GREY-GARDNER/Susan CHAPMAN-POPA/Susan LEE;United States;Rowing;four-oared shell with coxswain;Women's
3;Australia;John Scott ANDERSON/Christopher CAIRNS;United States;Sailing;Tornado - Multihull;Mixed
3;Australia;Patricia DENCH;United States;Shooting;25m pistol;Women's
3;Australia;Justin LEMBERG;United States;Swimming;400m freestyle;Men's
3;Australia;Peter EVANS;United States;Swimming;100m breaststroke;Men's
3;Australia;Glenn BUCHANAN;United States;Swimming;100m butterfly;Men's
3;Australia;Robert WOODHOUSE;United States;Swimming;400m individual medley;Men's
3;Australia;Mark KERRY/Glenn BUCHANAN/Peter EVANS/Marcus STOCKWELL;United States;Swimming;4x100m medley relay;Men's
3;Australia;Michelle PEARSON;United States;Swimming;200m individual medley;Women's
1;Australia;Deborah FLINTOFF-KING;Korea Republic;Athletics;400m hurdles;Women's
1;Australia;Kathleen Anne PARTRIDGE/Michelle Edith CAPES-HAGER/Sally May CARBON/Tracey Lee BELBIN/Liane Marianne TOOTH/Rechelle HAWKES/Maree FISH/Lee CAPES/Lorraine HILLAS/Alexandra PISANI/Jacqueline Margaret PEREIRA/Elspeth CLEMENT-DENNING/Loretta DORMAN/Sharon PATMORE/Deborah BOWMAN/Kim SMALL;Korea Republic;Hockey;hockey;Women's
1;Australia;Duncan John ARMSTRONG;Korea Republic;Swimming;200m freestyle;Men's
2;Australia;Lisa MARTIN-ONDIEKI-O'DEA;Korea Republic;Athletics;marathon;Women's
2;Australia;Grahame CHENEY;Korea Republic;Boxing;60 - 63.5kg (light-welterweight);Men's
2;Australia;Grant DAVIES;Korea Republic;Canoe Sprint;K-1 1000m (kayak single);Men's
2;Australia;Dean WOODS;Korea Republic;Cycling Track;individual pursuit;Men's
2;Australia;Martin VINNICOMBE;Korea Republic;Cycling Track;1km time trial;Men's
2;Australia;Duncan John ARMSTRONG;Korea Republic;Swimming;400m freestyle;Men's
3;Australia;Kelvin John GRAHAM/Peter FOSTER;Korea Republic;Canoe Sprint;K-2 1000m (kayak double);Men's
3;Australia;Wayne MCCARNEY/Dean WOODS/Brett DUTTON/Stephen John MCGLEDE;Korea Republic;Cycling Track;Team Pursuit (4000m);Men's
3;Australia;Garry Malcolm NEIWAND;Korea Republic;Cycling Track;sprint individual;Men's
3;Australia;Julie MCDONALD;Korea Republic;Swimming;800m freestyle;Women's
3;Australia;Wendy TURNBULL/Elizabeth SMYLIE;Korea Republic;Tennis;doubles;Women's
1;Australia;Clint ROBINSON;Spain;Canoe Sprint;K-1 1000m (kayak single);Men's
1;Australia;Kathryn Anne WATT;Spain;Cycling Road;individual road race;Women's
1;Australia;KIBAH TIC TOC/Matthew Morgan RYAN;Spain;Equestrian Eventing;individual;Mixed
1;Australia;DUNCAN II/PEPPERMINT GROV/KIBAH TIC TOC/KIWI/David Michael GREEN/Gillian ROLTON/Matthew Morgan RYAN/Andrew HOY;Spain;Equestrian Eventing;team;Mixed
1;Australia;Peter ANTONIE/Stephen Mark HAWKINS;Spain;Rowing;double sculls (2x);Men's
1;Australia;Andrew COOPER/Mike MCKAY/Nicholas GREEN/James TOMKINS;Spain;Rowing;four without coxswain (4-);Men's
1;Australia;Kieren John PERKINS;Spain;Swimming;1500m freestyle;Men's
2;Australia;Danielle Anne WOODWARD;Spain;Canoe Slalom;K-1 (kayak single);Women's
2;Australia;Stephen John MCGLEDE/Stuart O'GRADY/Brett AITKEN/Shaun William O'BRIEN;Spain;Cycling Track;Team Pursuit (4000m);Men's
2;Australia;Shane KELLY;Spain;Cycling Track;1km time trial;Men's
2;Australia;Garry Malcolm NEIWAND;Spain;Cycling Track;sprint individual;Men's
2;Australia;Kathryn Anne WATT;Spain;Cycling Track;individual pursuit;Women's
2;Australia;Dean EVANS/Warren BIRMINGHAM/Kenneth WARK/Stephen DAVIES/Lachlan DREHER/Graham REID/John Roderick BESTALL/Ashley CAREY/Lachlan ELMER/Gregory CORBITT/David WANSBROUGH/Michael YORK/Damon DILETTI/Paul Snowden LEWIS/Jay Jason STACEY/Lee BODIMEADE;Spain;Hockey;hockey;Men's
2;Australia;Kieren John PERKINS;Spain;Swimming;400m freestyle;Men's
2;Australia;Glen Clifford HOUSMAN;Spain;Swimming;1500m freestyle;Men's
2;Australia;Hayley Jane LEWIS;Spain;Swimming;800m freestyle;Women's
3;Australia;Timothy FORSYTH;Spain;Athletics;high jump;Men's
3;Australia;Daniela COSTIAN;Spain;Athletics;discus throw;Women's
3;Australia;Ramon Dean ANDERSSON/Ian Mark ROWLING/Kelvin John GRAHAM/Steven Michael WOOD;Spain;Canoe Sprint;K-4 1000m (kayak four);Men's
3;Australia;Lars Detlef KLEPPICH;Spain;Sailing;board (lechner);Men's
3;Australia;John FORBES/Mitch BOOTH;Spain;Sailing;Tornado - Multihull;Mixed
3;Australia;Philip John ROGERS;Spain;Swimming;100m breaststroke;Men's
3;Australia;Hayley Jane LEWIS;Spain;Swimming;400m freestyle;Women's
3;Australia;Samantha Linette RILEY;Spain;Swimming;100m breaststroke;Women's
3;Australia;Susan O'NEILL;Spain;Swimming;200m butterfly;Women's
3;Australia;Nicole Dawn STEVENSON;Spain;Swimming;200m backstroke;Women's
3;Australia;Nicole Anne Louise BRADTKE/Rachel Jane MCQUILLAN;Spain;Tennis;doubles;Women's
3;Australia;Steven BRADBURY/Andrew MURTHA/Kieran HANSEN/Richard NIZIELSKI;Norway;Short Track Speed Skating;5000m relay;Men's
1;Australia;Шеффер/Ролтон/Хой/Даттон;United States;Equestrian Eventing;team;Mixed
1;Australia;;United States;Hockey;hockey;Women's
1;Australia;Грин/Джинн/Маккей/Томкинс;United States;Rowing;four without coxswain (4-);Men's
1;Australia;Стилл/Слаттер;United States;Rowing;pair without coxswain (2-);Women's
1;Australia;Марк;United States;Shooting;Double trap;Men's
1;Australia;Даймонд;United States;Shooting;Trap;Men's
1;Australia;Перкинс;United States;Swimming;1500m freestyle;Men's
1;Australia;О'Нейлл;United States;Swimming;200m butterfly;Women's
1;Australia;Вудбридж/Вудфорд;United States;Tennis;doubles;Men's
2;Australia;Фримэн;United States;Athletics;400m;Women's
2;Australia;Макпол;United States;Athletics;javelin throw;Women's
2;Australia;Феррис;United States;Cycling Track;sprint individual;Women's
2;Australia;Вейтманн/Скотт;United States;Rowing;pair without coxswain (2-);Men's
2;Australia;Лэнденбергер/Бут;United States;Sailing;Tornado - Multihull;Mixed
2;Australia;Ковальски;United States;Swimming;1500m freestyle;Men's
2;Australia;Миллер;United States;Swimming;100m butterfly;Men's
2;Australia;Томас;United States;Swimming;200m butterfly;Women's
2;Australia;;United States;Swimming;4x100m medley relay;Women's
3;Australia;;United States;Basketball;basketball;Women's
3;Australia;Потхарст/Коок;United States;Beach Volleyball;beach volleyball;Women's
3;Australia;Робинсон;United States;Canoe Sprint;K-1 1000m (kayak single);Men's
3;Australia;Трим/Коллинз;United States;Canoe Sprint;K-2 500m (kayak double);Men's
3;Australia;Вуд/Борхерт;United States;Canoe Sprint;K-2 500m (kayak double);Women's
3;Australia;Макги;United States;Cycling Track;individual pursuit;Men's
3;Australia;О'Грэди;United States;Cycling Track;points race;Men's
3;Australia;Вудс/О'Грэди/Макги/Айткен;United States;Cycling Track;Team Pursuit (4000m);Men's
3;Australia;Тайлер-Шарман;United States;Cycling Track;points race;Women's
3;Australia;;United States;Hockey;hockey;Men's
3;Australia;Фри/Хэнсон/Хукер/Снук;United States;Rowing;quadruple sculls without coxswain;Men's
3;Australia;Эдвардс/Хик;United States;Rowing;lightweight double sculls (2x);Men's
3;Australia;Джойс/Ли;United States;Rowing;lightweight double sculls (2x);Women's
3;Australia;Бешель/Гиль;United States;Sailing;two-person keelboat (Star);Mixed
3;Australia;Хаддлстон;United States;Shooting;Double trap;Women's
3;Australia;Ковальски;United States;Swimming;200m freestyle;Men's
3;Australia;Ковальски;United States;Swimming;400m freestyle;Men's
3;Australia;Гудман;United States;Swimming;200m butterfly;Men's
3;Australia;;United States;Swimming;4x100m medley relay;Men's
3;Australia;Рили;United States;Swimming;100m breaststroke;Women's
3;Australia;;United States;Swimming;4x200m freestyle relay;Women's
3;Australia;Ботев;United States;Weightlifting;+ 108kg (super heavyweight);Men's
3;Australia;;United States;Softball^(1996-2008);softball;Women's
3;Australia;Штегалль;Japan;Alpine Skiing;slalom;Women's
1;Australia;Саймон Фэйрвезер;Australia;Archery;individual (FITA Olympic round - 70m);Men's
1;Australia;Кэти Фримен;Australia;Athletics;400m;Women's
1;Australia;;Australia;Beach Volleyball;beach volleyball;Women's
1;Australia;;Australia;Cycling Track;Madison;Men's
1;Australia;;Australia;Equestrian Eventing;team;Mixed
1;Australia;;Australia;Hockey;hockey;Women's
1;Australia;;Australia;Sailing;470 - Two Person Dinghy;Men's
1;Australia;;Australia;Sailing;470 - Two Person Dinghy;Women's
1;Australia;Майкл Даймонд;Australia;Shooting;Trap;Men's
1;Australia;Иан Торп;Australia;Swimming;400m freestyle;Men's
1;Australia;Грэнт Хаккетт;Australia;Swimming;1500m freestyle;Men's
1;Australia;;Australia;Swimming;4x100m freestyle relay;Men's
1;Australia;;Australia;Swimming;4x200m freestyle relay;Men's
1;Australia;Сьюзан О'Нейл;Australia;Swimming;200m freestyle;Women's
1;Australia;Лорен Барнс;Australia;Taekwondo;- 49 kg;Women's
1;Australia;;Australia;Water Polo;water polo;Women's
2;Australia;Джай Таурима;Australia;Athletics;long jump;Men's
2;Australia;Татьяна Григорьева;Australia;Athletics;pole vault;Women's
2;Australia;;Australia;Basketball;basketball;Women's
2;Australia;;Australia;Canoe Sprint;K-2 500m (kayak double);Men's
2;Australia;Гэри Нейванд;Australia;Cycling Track;Keirin;Men's
2;Australia;Мишель Феррис;Australia;Cycling Track;500m time trial;Women's
2;Australia;Эндрю Хой;Australia;Equestrian Eventing;individual;Mixed
2;Australia;;Australia;Rowing;eight with coxswain (8+);Men's
2;Australia;;Australia;Rowing;lightweight coxless four (4-);Men's
2;Australia;;Australia;Rowing;pair without coxswain (2-);Women's
2;Australia;;Australia;Sailing;Tornado - Multihull;Mixed
2;Australia;Рассел Марк;Australia;Shooting;Double trap;Men's
2;Australia;Иан Торп;Australia;Swimming;200m freestyle;Men's
2;Australia;Кирен Перкинс;Australia;Swimming;1500m freestyle;Men's
2;Australia;Мэтью Уэлш;Australia;Swimming;100m backstroke;Men's
2;Australia;Майкл Клим;Australia;Swimming;100m butterfly;Men's
2;Australia;;Australia;Swimming;4x100m medley relay;Men's
2;Australia;Лейсель Джонс;Australia;Swimming;100m breaststroke;Women's
2;Australia;Сьюзан О'Нейл;Australia;Swimming;200m butterfly;Women's
2;Australia;;Australia;Swimming;4x200m freestyle relay;Women's
2;Australia;;Australia;Swimming;4x100m medley relay;Women's
2;Australia;Дэниэль Трентон;Australia;Taekwondo;+ 80 kg;Men's
2;Australia;;Australia;Tennis;doubles;Men's
2;Australia;Джай Уоллес;Australia;Trampoline;individual;Men's
2;Australia;Мишель Джонс;Australia;Triathlon;individual;Women's
3;Australia;Катрин Борхерт;Australia;Canoe Sprint;K-1 500m (kayak single);Women's
3;Australia;Брэд Макги;Australia;Cycling Track;individual pursuit;Men's
3;Australia;Шейн Келли;Australia;Cycling Track;1km time trial;Men's
3;Australia;;Australia;Cycling Track;Team Sprint;Men's
3;Australia;;Australia;Diving;synchronized diving 3m springboard;Men's
3;Australia;;Australia;Diving;synchronized diving 10m platform;Women's
3;Australia;;Australia;Hockey;hockey;Men's
3;Australia;Мария Пекли;Australia;Judo;52 - 57kg (lightweight);Women's
3;Australia;;Australia;Rowing;pair without coxswain (2-);Men's
3;Australia;;Australia;Rowing;four without coxswain (4-);Men's
3;Australia;Майкл Блэкберн;Australia;Sailing;single-handed dinghy (Laser);Mixed
3;Australia;Эннмери Фордер;Australia;Shooting;10m air pistol;Women's
3;Australia;Мэтью Уэлш;Australia;Swimming;200m backstroke;Men's
3;Australia;Джофф Хьюджилл;Australia;Swimming;100m butterfly;Men's
3;Australia;Джастин Норрис;Australia;Swimming;200m butterfly;Men's
3;Australia;Петря Томас;Australia;Swimming;200m butterfly;Women's
3;Australia;;Australia;Softball^(1996-2008);softball;Women's
1;Australia;Кэмплин;United States;Freestyle Skiing;aerials;Women's
1;Australia;Бредбери;United States;Short Track Speed Skating;1000m;Men's
1;Australia;Сара Кэрриган;Greece;Cycling Road;individual road race;Women's
1;Australia;Райан Бэйли;Greece;Cycling Track;sprint individual;Men's
1;Australia;;Greece;Cycling Track;Team Pursuit (4000m);Men's
1;Australia;Стюарт О'Грэйди/Грэм Броун;Greece;Cycling Track;Madison;Men's
1;Australia;Райан Бэйли;Greece;Cycling Track;Keirin;Men's
1;Australia;Энн Мирз;Greece;Cycling Track;500m time trial;Women's
1;Australia;Шантелль Ньюбери;Greece;Diving;10m platform;Women's
1;Australia;;Greece;Hockey;hockey;Men's
1;Australia;Джеймс Томкинс/Дрю Джинн;Greece;Rowing;pair without coxswain (2-);Men's
1;Australia;Сьюзанн Балог;Greece;Shooting;Trap;Women's
1;Australia;Иан Торп;Greece;Swimming;200m freestyle;Men's
1;Australia;Йан Торп;Greece;Swimming;400m freestyle;Men's
1;Australia;Грант Хэккет;Greece;Swimming;1500m freestyle;Men's
1;Australia;Джоди Хенри;Greece;Swimming;100m freestyle;Women's
1;Australia;Петря Томас;Greece;Swimming;100m butterfly;Women's
1;Australia;;Greece;Swimming;4x100m freestyle relay;Women's
1;Australia;;Greece;Swimming;4x100m medley relay;Women's
2;Australia;;Greece;Athletics;4x400m relay;Men's
2;Australia;;Greece;Basketball;basketball;Women's
2;Australia;Нэйтан Бэггли;Greece;Canoe Sprint;K-1 500m (kayak single);Men's
2;Australia;Нэйтан Бэггли/Клинт Робинсон;Greece;Canoe Sprint;K-2 500m (kayak double);Men's
2;Australia;Брэд Макги;Greece;Cycling Track;individual pursuit;Men's
2;Australia;Кэти Мактайр;Greece;Cycling Track;individual pursuit;Women's
2;Australia;Мэттью Хелм;Greece;Diving;10m platform;Men's
2;Australia;;Greece;Rowing;lightweight coxless four (4-);Men's
2;Australia;Грант Хэккет;Greece;Swimming;400m freestyle;Men's
2;Australia;;Greece;Swimming;4x200m freestyle relay;Men's
2;Australia;Брук Хансон;Greece;Swimming;100m breaststroke;Women's
2;Australia;Лэйсел Джонс;Greece;Swimming;200m breaststroke;Women's
2;Australia;Петря Томас;Greece;Swimming;200m butterfly;Women's
2;Australia;Лоретта Хэропп;Greece;Triathlon;individual;Women's
2;Australia;;Greece;Baseball^(1992-2008);baseball;Men's
2;Australia;;Greece;Softball^(1996-2008);softball;Women's
3;Australia;Тим Хаддихи;Greece;Archery;individual (FITA Olympic round - 70m);Men's
3;Australia;Натан Дикс;Greece;Athletics;20km walk;Men's
3;Australia;Джэйн Савийе;Greece;Athletics;20km race walk;Women's
3;Australia;Майкл Роджерс;Greece;Cycling Road;individual time trial;Men's
3;Australia;Шэйн Келли;Greece;Cycling Track;Keirin;Men's
3;Australia;Энн Мирз;Greece;Cycling Track;sprint individual;Women's
3;Australia;Роберт Ньюберри/Стивен Барнетт;Greece;Diving;synchronized diving 3m springboard;Men's
3;Australia;Роберт Ньюбери/Мэтью Хэлм;Greece;Diving;synchronized diving 10m platform;Men's
3;Australia;Луди Турки;Greece;Diving;10m platform;Women's
3;Australia;Шантелль Ньюбери/Ирина Лашко;Greece;Diving;synchronized diving 3m springboard;Women's
3;Australia;;Greece;Rowing;eight with coxswain (8+);Men's
3;Australia;;Greece;Rowing;quadruple sculls without coxswain;Women's
3;Australia;Адам Велла;Greece;Shooting;Trap;Men's
3;Australia;Иан Торп;Greece;Swimming;100m freestyle;Men's
3;Australia;Лисбет Лентон;Greece;Swimming;50m freestyle;Women's
3;Australia;Лейсель Джонс;Greece;Swimming;100m breaststroke;Women's
3;Australia;Алисия Молик;Greece;Tennis;singles;Women's
1;Australia;Dale BEGG-SMITH;Italy;Freestyle Skiing;moguls;Men's
3;Australia;Alisa CAMPLIN;Italy;Freestyle Skiing;aerials;Women's
1;Australia;Steve HOOKER;China;Athletics;pole vault;Men's
1;Australia;Ken WALLACE;China;Canoe Sprint;K-1 500m (kayak single);Men's
1;Australia;Matthew MITCHAM;China;Diving;10m platform;Men's
1;Australia;David CRAWSHAY/Scott BRENNAN;China;Rowing;double sculls (2x);Men's
1;Australia;Duncan FREE/Drew GINN;China;Rowing;pair without coxswain (2-);Men's
1;Australia;Malcolm PAGE/Nathan WILMOT;China;Sailing;470 - Two Person Dinghy;Men's
1;Australia;Tessa PARKINSON/Elise RECHICHI;China;Sailing;470 - Two Person Dinghy;Women's
1;Australia;Leisel JONES;China;Swimming;100m breaststroke;Women's
1;Australia;Libby TRICKETT;China;Swimming;100m butterfly;Women's
1;Australia;Stephanie RICE;China;Swimming;200m individual medley;Women's
1;Australia;Stephanie RICE;China;Swimming;400m individual medley;Women's
1;Australia;Melanie SCHLANGER/Stephanie RICE/Angie BAINBRIDGE/Kylie PALMER/Bronte BARRATT/Lara DAVENPORT/Felicity GALVEZ/Linda MACKENZIE;China;Swimming;4x200m freestyle relay;Women's
1;Australia;Felicity GALVEZ/Leisel JONES/Libby TRICKETT/Tarnee WHITE/Jess SCHIPPER/Emily SEEBOHM/Shayne REESE;China;Swimming;4x100m medley relay;Women's
1;Australia;Emma SNOWSILL;China;Triathlon;individual;Women's
2;Australia;Jared TALLENT;China;Athletics;50km walk;Men's
2;Australia;Sally PEARSON;China;Athletics;100m hurdles;Women's
2;Australia;Erin PHILLIPS/Hollie GRIMA/Penny TAYLOR/Kristi HARROWER/Tully BEVILAQUA/Emma RANDALL/Suzy BATKOVIC/Belinda SNELL/Rohanee COX/Jennifer SCREEN/Laura HODGES/Lauren JACKSON;China;Basketball;basketball;Women's
2;Australia;Jacqueline LAWRENCE;China;Canoe Slalom;K-1 (kayak single);Women's
2;Australia;Anna MEARES;China;Cycling Track;sprint individual;Women's
2;Australia;Briony COLE/Melissa WU;China;Diving;synchronized diving 10m platform;Women's
2;Australia;Clayton FREDERICKS/Shane ROSE/Megan JONES/Sonja JOHNSON/Lucinda FREDERICKS;China;Equestrian Eventing;team;Mixed
2;Australia;James MARBURG/Cameron MCKENZIE-MCHARG/Matthew RYAN/Francis HEGERTY;China;Rowing;four without coxswain (4-);Men's
2;Australia;Darren BUNDOCK/Glenn ASHBY;China;Sailing;Tornado - Multihull;Mixed
2;Australia;Eamon SULLIVAN;China;Swimming;100m freestyle;Men's
2;Australia;Grant HACKETT;China;Swimming;1500m freestyle;Men's
2;Australia;Brenton RICKARD;China;Swimming;200m breaststroke;Men's
2;Australia;Brenton RICKARD/Matt TARGETT/Christian SPRENGER/Ashley DELANEY/Eamon SULLIVAN/Adam PINE/Hayden STOECKEL/Andrew LAUTERSTEIN;China;Swimming;4x100m medley relay;Men's
